id,event_id,created_by,created_at,updated_by,updated_at
2689,2154,139,2024-10-22 12:24:03.450229+00:00,,
1621,1268,45,2024-10-21 04:40:04.801708+00:00,,
1622,1268,35,2024-10-21 04:40:04.833754+00:00,,
1623,1269,33,2024-10-21 04:40:35.875044+00:00,,
1620,1267,110,2024-10-21 04:30:36.379153+00:00,33.0,2024-10-21 04:42:54.101849+00:00
1624,1269,110,2024-10-21 04:40:35.946825+00:00,33.0,2024-10-21 04:43:18.952177+00:00
1625,1270,45,2024-10-21 04:44:34.552781+00:00,,
1626,1270,35,2024-10-21 04:44:34.609174+00:00,,
1627,1271,33,2024-10-21 04:44:46.308657+00:00,,
1628,1271,110,2024-10-21 04:44:46.347414+00:00,,
1629,1272,45,2024-10-21 04:46:02.111198+00:00,,
1630,1272,35,2024-10-21 04:46:02.183215+00:00,,
1631,1273,30,2024-10-21 05:05:27.099760+00:00,,
1632,1274,30,2024-10-21 05:05:27.115368+00:00,,
1633,1275,30,2024-10-21 05:05:27.124464+00:00,,
1634,1276,30,2024-10-21 05:05:27.133471+00:00,,
1635,1277,30,2024-10-21 05:05:27.141909+00:00,,
1636,1278,30,2024-10-21 05:05:27.151364+00:00,,
1637,1279,30,2024-10-21 05:39:25.701771+00:00,,
1638,1279,30,2024-10-21 05:39:26.275823+00:00,,
1640,1282,30,2024-10-21 05:40:24.493521+00:00,,
1641,1282,30,2024-10-21 05:40:24.632128+00:00,,
1643,1285,30,2024-10-21 05:42:40.669772+00:00,,
1644,1285,30,2024-10-21 05:42:40.767354+00:00,,
1645,1286,33,2024-10-21 05:52:33.112460+00:00,,
1646,1286,33,2024-10-21 05:52:33.553145+00:00,,
1647,1287,30,2024-10-21 06:01:24.352085+00:00,,
1648,1287,30,2024-10-21 06:01:25.034394+00:00,,
1649,1288,33,2024-10-21 06:05:37.253820+00:00,,
1650,1288,33,2024-10-21 06:05:37.714567+00:00,,
1651,1289,33,2024-10-21 06:12:30.882303+00:00,,
1652,1289,33,2024-10-21 06:12:31.275364+00:00,,
1653,1290,30,2024-10-21 06:18:46.303858+00:00,,
1654,1290,30,2024-10-21 06:18:47.223247+00:00,,
1655,1291,45,2024-10-21 06:26:35.185399+00:00,,
1656,1291,45,2024-10-21 06:26:35.735615+00:00,,
1657,1292,33,2024-10-21 06:29:04.371243+00:00,,
1658,1292,33,2024-10-21 06:29:05.049688+00:00,,
1659,1293,33,2024-10-21 06:42:03.640943+00:00,,
1660,1293,33,2024-10-21 06:42:03.945014+00:00,,
1661,1294,45,2024-10-21 06:42:49.889795+00:00,,
1662,1295,45,2024-10-21 06:42:49.897686+00:00,,
1663,1296,45,2024-10-21 06:42:49.904840+00:00,,
1664,1297,45,2024-10-21 06:42:49.913416+00:00,,
1665,1298,45,2024-10-21 06:42:49.920518+00:00,,
1666,1299,45,2024-10-21 06:42:49.928707+00:00,,
1667,1300,45,2024-10-21 06:42:49.935247+00:00,,
1668,1301,45,2024-10-21 06:42:49.943007+00:00,,
1669,1302,45,2024-10-21 06:42:49.960038+00:00,,
1670,1303,45,2024-10-21 06:42:50.014130+00:00,,
1671,1304,45,2024-10-21 06:42:50.029198+00:00,,
1672,1305,45,2024-10-21 06:42:50.048520+00:00,,
1673,1306,45,2024-10-21 06:42:50.064295+00:00,,
1674,1307,45,2024-10-21 06:42:50.071756+00:00,,
1675,1308,45,2024-10-21 06:42:50.087480+00:00,,
1676,1309,45,2024-10-21 06:42:50.118320+00:00,,
1677,1310,45,2024-10-21 06:42:50.138928+00:00,,
1678,1311,45,2024-10-21 06:42:50.152905+00:00,,
1679,1312,45,2024-10-21 06:42:50.163866+00:00,,
1680,1313,45,2024-10-21 06:44:02.086929+00:00,,
1682,1314,33,2024-10-21 06:45:54.771202+00:00,,
1683,1314,33,2024-10-21 06:45:55.053092+00:00,,
1681,1313,35,2024-10-21 06:44:02.198789+00:00,45.0,2024-10-21 06:50:32.837605+00:00
1684,1315,33,2024-10-21 06:54:56.704241+00:00,,
1685,1315,33,2024-10-21 06:54:57.057212+00:00,,
1687,1318,33,2024-10-21 07:45:13.299057+00:00,,
1688,1318,33,2024-10-21 07:45:13.487315+00:00,,
1689,1319,33,2024-10-21 08:36:54.330923+00:00,,
1690,1319,33,2024-10-21 08:36:54.754172+00:00,,
1691,1320,33,2024-10-21 08:37:45.910419+00:00,,
1692,1320,33,2024-10-21 08:37:46.256972+00:00,,
1693,1321,33,2024-10-21 08:38:45.345839+00:00,,
1694,1321,33,2024-10-21 08:38:45.635304+00:00,,
1696,1324,33,2024-10-21 09:49:37.746847+00:00,,
1697,1324,33,2024-10-21 09:49:37.943546+00:00,,
1698,1325,33,2024-10-21 11:10:47.999931+00:00,,
1699,1325,33,2024-10-21 11:10:49.503186+00:00,,
1700,1326,144,2024-10-21 11:22:31.245534+00:00,,
1701,1327,144,2024-10-21 11:22:31.258020+00:00,,
1702,1328,144,2024-10-21 11:22:31.267422+00:00,,
1703,1329,144,2024-10-21 11:22:31.277982+00:00,,
1704,1330,144,2024-10-21 11:22:31.286856+00:00,,
1705,1331,144,2024-10-21 11:22:31.296586+00:00,,
1706,1332,144,2024-10-21 11:22:31.307524+00:00,,
1707,1333,144,2024-10-21 11:22:31.322379+00:00,,
1708,1334,144,2024-10-21 11:22:31.330880+00:00,,
1709,1335,144,2024-10-21 11:22:31.379277+00:00,,
1710,1336,144,2024-10-21 11:22:31.390622+00:00,,
1711,1337,144,2024-10-21 11:22:31.398527+00:00,,
1712,1338,144,2024-10-21 11:22:31.405314+00:00,,
1713,1339,144,2024-10-21 11:22:31.411927+00:00,,
1714,1340,144,2024-10-21 11:22:31.417851+00:00,,
1715,1341,144,2024-10-21 11:22:31.423525+00:00,,
1716,1342,144,2024-10-21 11:22:31.429534+00:00,,
1717,1343,144,2024-10-21 11:22:31.436102+00:00,,
1718,1344,144,2024-10-21 11:22:31.443077+00:00,,
1719,1345,144,2024-10-21 11:22:31.449445+00:00,,
1720,1346,144,2024-10-21 11:22:31.455555+00:00,,
1721,1347,144,2024-10-21 11:22:31.470447+00:00,,
1722,1348,144,2024-10-21 11:22:31.495955+00:00,,
1723,1349,144,2024-10-21 11:22:31.503452+00:00,,
1724,1350,144,2024-10-21 11:22:31.530749+00:00,,
1725,1351,144,2024-10-21 11:22:31.567461+00:00,,
1726,1352,144,2024-10-21 11:22:31.575911+00:00,,
1727,1353,144,2024-10-21 11:23:21.825496+00:00,,
1728,1354,144,2024-10-21 11:23:21.838383+00:00,,
1729,1355,144,2024-10-21 11:23:21.852672+00:00,,
1730,1356,144,2024-10-21 11:23:21.862537+00:00,,
1731,1357,144,2024-10-21 11:23:21.872639+00:00,,
1732,1358,144,2024-10-21 11:23:21.882688+00:00,,
1733,1359,144,2024-10-21 11:23:21.890785+00:00,,
1734,1360,144,2024-10-21 11:23:21.905463+00:00,,
1735,1361,144,2024-10-21 11:23:21.925153+00:00,,
1736,1362,144,2024-10-21 11:23:21.934098+00:00,,
1737,1363,144,2024-10-21 11:23:21.942131+00:00,,
1738,1364,144,2024-10-21 11:24:10.145581+00:00,,
1739,1365,144,2024-10-21 11:24:10.177884+00:00,,
1740,1366,144,2024-10-21 11:24:10.241022+00:00,,
1741,1367,144,2024-10-21 11:24:10.296957+00:00,,
1742,1368,144,2024-10-21 11:24:10.323611+00:00,,
1743,1369,144,2024-10-21 11:24:10.334260+00:00,,
1744,1370,144,2024-10-21 11:24:10.342002+00:00,,
1745,1371,144,2024-10-21 11:24:10.350850+00:00,,
1746,1372,144,2024-10-21 11:24:10.359091+00:00,,
1747,1373,144,2024-10-21 11:24:10.369099+00:00,,
1748,1374,144,2024-10-21 11:24:10.380948+00:00,,
1749,1375,144,2024-10-21 11:24:10.386831+00:00,,
1750,1376,144,2024-10-21 11:24:10.391835+00:00,,
1751,1377,144,2024-10-21 11:24:10.397324+00:00,,
1752,1378,144,2024-10-21 11:24:10.406307+00:00,,
1753,1379,144,2024-10-21 11:24:10.413940+00:00,,
1754,1380,144,2024-10-21 11:24:10.434138+00:00,,
1755,1381,144,2024-10-21 11:24:10.453827+00:00,,
1756,1382,144,2024-10-21 11:24:10.465101+00:00,,
1757,1383,144,2024-10-21 11:24:10.483366+00:00,,
1758,1384,144,2024-10-21 11:24:10.520086+00:00,,
1759,1385,144,2024-10-21 11:24:10.526679+00:00,,
1760,1386,144,2024-10-21 11:24:10.533303+00:00,,
1761,1387,144,2024-10-21 11:24:10.539236+00:00,,
1762,1388,144,2024-10-21 11:24:10.546905+00:00,,
1763,1389,144,2024-10-21 11:24:10.558311+00:00,,
1764,1390,144,2024-10-21 11:24:10.569841+00:00,,
1765,1391,142,2024-10-21 11:31:35.640460+00:00,,
1766,1392,142,2024-10-21 11:31:35.651074+00:00,,
1767,1393,142,2024-10-21 11:31:35.686370+00:00,,
1768,1394,142,2024-10-21 11:31:35.706139+00:00,,
1769,1395,142,2024-10-21 11:31:35.715765+00:00,,
1770,1396,142,2024-10-21 11:31:35.727421+00:00,,
1771,1397,142,2024-10-21 11:31:35.738937+00:00,,
1772,1398,142,2024-10-21 11:31:35.748336+00:00,,
1773,1399,142,2024-10-21 11:31:35.765924+00:00,,
1774,1400,142,2024-10-21 11:31:35.776134+00:00,,
1775,1401,142,2024-10-21 11:32:05.777019+00:00,,
1776,1402,142,2024-10-21 11:32:05.785640+00:00,,
1777,1403,142,2024-10-21 11:32:05.793699+00:00,,
1778,1404,142,2024-10-21 11:32:05.801568+00:00,,
1779,1405,142,2024-10-21 11:32:05.808916+00:00,,
1780,1406,142,2024-10-21 11:32:05.815212+00:00,,
1781,1407,142,2024-10-21 11:32:05.822545+00:00,,
1782,1408,142,2024-10-21 11:32:05.829524+00:00,,
1783,1409,142,2024-10-21 11:32:05.841524+00:00,,
1784,1410,142,2024-10-21 11:32:05.847892+00:00,,
1785,1411,142,2024-10-21 11:32:34.992548+00:00,,
1786,1412,142,2024-10-21 11:32:35.002226+00:00,,
1787,1413,142,2024-10-21 11:32:35.014927+00:00,,
1788,1414,142,2024-10-21 11:32:35.024207+00:00,,
1789,1415,142,2024-10-21 11:32:35.034597+00:00,,
1790,1416,142,2024-10-21 11:32:35.045769+00:00,,
1791,1417,142,2024-10-21 11:32:35.054693+00:00,,
1792,1418,142,2024-10-21 11:32:35.061756+00:00,,
1793,1419,142,2024-10-21 11:32:35.069490+00:00,,
1794,1420,142,2024-10-21 11:32:35.087116+00:00,,
1795,1421,142,2024-10-21 11:32:35.097780+00:00,,
1796,1422,142,2024-10-21 11:32:35.115881+00:00,,
1797,1423,142,2024-10-21 11:32:35.121897+00:00,,
1798,1424,142,2024-10-21 11:32:35.128594+00:00,,
1799,1425,142,2024-10-21 11:32:35.139223+00:00,,
1800,1426,142,2024-10-21 11:32:35.145834+00:00,,
1801,1427,142,2024-10-21 11:32:35.151638+00:00,,
1802,1428,142,2024-10-21 11:32:35.158267+00:00,,
1803,1429,142,2024-10-21 11:32:35.164702+00:00,,
1804,1430,142,2024-10-21 11:32:35.171060+00:00,,
1806,1433,142,2024-10-21 11:47:14.757669+00:00,,
1807,1433,139,2024-10-21 11:47:14.782406+00:00,,
1808,1434,139,2024-10-21 11:51:54.792082+00:00,,
1809,1434,139,2024-10-21 11:51:55.559941+00:00,,
1810,1435,139,2024-10-21 11:54:02.693680+00:00,,
1811,1435,139,2024-10-21 11:54:03.371577+00:00,,
1812,1436,30,2024-10-21 11:55:09.700660+00:00,,
1815,1439,142,2024-10-21 11:55:59.325822+00:00,,
1816,1439,139,2024-10-21 11:55:59.362325+00:00,,
1813,1436,30,2024-10-21 11:55:10.158010+00:00,30.0,2024-10-21 11:56:59.975725+00:00
1817,1440,139,2024-10-21 12:00:21.411333+00:00,,
1818,1440,139,2024-10-21 12:00:22.211393+00:00,,
1820,1443,144,2024-10-21 12:02:18.198112+00:00,,
1821,1443,139,2024-10-21 12:02:19.124832+00:00,,
1823,1446,142,2024-10-21 12:03:13.462836+00:00,,
1824,1446,139,2024-10-21 12:03:13.570402+00:00,,
1826,1449,144,2024-10-21 12:10:42.214463+00:00,,
1827,1449,139,2024-10-21 12:10:42.434327+00:00,,
1829,1452,144,2024-10-21 12:10:59.165077+00:00,,
1830,1452,139,2024-10-21 12:10:59.197327+00:00,,
1831,1453,139,2024-10-21 12:11:27.204630+00:00,,
1833,1453,139,2024-10-21 12:11:28.381132+00:00,,
1834,1456,144,2024-10-21 12:11:29.469776+00:00,,
1835,1456,139,2024-10-21 12:11:29.679893+00:00,,
1837,1459,144,2024-10-21 12:13:13.130302+00:00,,
1838,1459,139,2024-10-21 12:13:13.302500+00:00,,
1839,1460,139,2024-10-21 12:14:45.943369+00:00,,
1840,1460,139,2024-10-21 12:14:46.320810+00:00,,
1842,1463,144,2024-10-21 12:16:09.702392+00:00,,
1843,1463,139,2024-10-21 12:16:09.753936+00:00,,
1844,1464,139,2024-10-21 12:20:35.915919+00:00,,
1845,1464,139,2024-10-21 12:20:36.222605+00:00,,
1847,1467,142,2024-10-21 12:21:19.775614+00:00,,
1848,1467,139,2024-10-21 12:21:19.988532+00:00,,
1850,1470,144,2024-10-21 12:23:56.933335+00:00,,
1851,1470,139,2024-10-21 12:23:57.038954+00:00,,
1852,1471,139,2024-10-21 12:24:16.350603+00:00,,
1853,1471,139,2024-10-21 12:24:17.484425+00:00,,
1855,1474,144,2024-10-21 12:27:35.803026+00:00,,
1856,1474,139,2024-10-21 12:27:35.931845+00:00,,
1857,1475,139,2024-10-21 12:28:04.751107+00:00,,
1858,1475,139,2024-10-21 12:28:05.271453+00:00,,
1859,1477,139,2024-10-21 12:28:13.628865+00:00,,
1860,1477,139,2024-10-21 12:28:14.089155+00:00,,
1861,1476,139,2024-10-21 12:28:14.695799+00:00,,
1862,1476,139,2024-10-21 12:28:15.139551+00:00,,
1864,1480,144,2024-10-21 12:28:41.096919+00:00,,
1865,1480,139,2024-10-21 12:28:41.302175+00:00,,
1867,1483,144,2024-10-21 12:29:33.884523+00:00,,
1868,1483,139,2024-10-21 12:29:34.047447+00:00,,
1870,1486,142,2024-10-21 12:30:33.677127+00:00,,
1871,1486,139,2024-10-21 12:30:33.722865+00:00,,
1873,1489,144,2024-10-21 12:30:57.080731+00:00,,
1874,1489,139,2024-10-21 12:30:57.169957+00:00,,
1875,1490,139,2024-10-21 12:31:17.325217+00:00,,
1876,1490,139,2024-10-21 12:31:18.006465+00:00,,
1878,1493,144,2024-10-21 12:31:22.390456+00:00,,
1879,1493,139,2024-10-21 12:31:22.623822+00:00,,
1880,1494,139,2024-10-21 12:32:51.455857+00:00,,
1881,1494,139,2024-10-21 12:32:52.801151+00:00,,
1883,1497,144,2024-10-21 12:33:03.160714+00:00,,
1884,1497,139,2024-10-21 12:33:03.267116+00:00,,
1886,1500,144,2024-10-21 12:33:28.520348+00:00,,
1887,1500,139,2024-10-21 12:33:29.793951+00:00,,
1888,1501,139,2024-10-21 12:34:07.177559+00:00,,
1889,1501,139,2024-10-21 12:34:08.219150+00:00,,
1891,1504,144,2024-10-21 12:34:30.871277+00:00,,
1892,1504,139,2024-10-21 12:34:30.927382+00:00,,
1894,1507,144,2024-10-21 12:36:25.298528+00:00,,
1895,1507,139,2024-10-21 12:36:25.966908+00:00,,
1897,1510,144,2024-10-21 12:36:57.006181+00:00,,
1898,1510,139,2024-10-21 12:36:57.043775+00:00,,
1899,1511,139,2024-10-21 12:37:30.636904+00:00,,
1900,1511,139,2024-10-21 12:37:31.203909+00:00,,
1902,1514,144,2024-10-21 12:38:00.538259+00:00,,
1903,1514,139,2024-10-21 12:38:00.738244+00:00,,
1905,1517,144,2024-10-21 12:38:42.482877+00:00,,
1906,1517,139,2024-10-21 12:38:42.560653+00:00,,
1908,1520,144,2024-10-21 12:39:49.672959+00:00,,
1909,1520,139,2024-10-21 12:39:49.722975+00:00,,
1910,1521,139,2024-10-21 12:42:13.210210+00:00,,
1911,1521,139,2024-10-21 12:42:13.888868+00:00,,
1913,1524,142,2024-10-21 12:42:26.648062+00:00,,
1914,1524,139,2024-10-21 12:42:26.823270+00:00,,
1916,1527,144,2024-10-21 12:43:55.322196+00:00,,
1917,1527,139,2024-10-21 12:43:55.410420+00:00,,
1918,1528,139,2024-10-21 12:45:51.221639+00:00,,
1919,1528,139,2024-10-21 12:45:51.587905+00:00,,
1921,1531,144,2024-10-21 12:46:20.229573+00:00,,
1922,1531,139,2024-10-21 12:46:20.824403+00:00,,
1923,1532,139,2024-10-21 12:46:21.886836+00:00,,
1924,1532,139,2024-10-21 12:46:22.556313+00:00,,
2690,2155,139,2024-10-22 12:25:20.319976+00:00,,
1926,1535,144,2024-10-21 12:47:28.755386+00:00,,
1927,1535,139,2024-10-21 12:47:28.897688+00:00,,
1928,1420,139,2024-10-21 12:47:41.314769+00:00,,
1930,1538,144,2024-10-21 12:47:52.472580+00:00,,
1931,1538,139,2024-10-21 12:47:52.611123+00:00,,
1932,1539,139,2024-10-21 12:48:31.019478+00:00,,
1933,1539,139,2024-10-21 12:48:31.366594+00:00,,
1935,1542,144,2024-10-21 12:48:54.521113+00:00,,
1936,1542,139,2024-10-21 12:48:54.694194+00:00,,
1938,1545,144,2024-10-21 12:49:12.579250+00:00,,
1939,1545,139,2024-10-21 12:49:13.324546+00:00,,
1941,1548,144,2024-10-21 12:49:36.181706+00:00,,
1942,1548,139,2024-10-21 12:49:36.639404+00:00,,
1943,1549,139,2024-10-21 12:50:00.735189+00:00,,
1944,1549,139,2024-10-21 12:50:01.704154+00:00,,
1946,1552,144,2024-10-21 12:51:19.416758+00:00,,
1947,1552,139,2024-10-21 12:51:19.726820+00:00,,
1949,1555,144,2024-10-21 12:52:26.976813+00:00,,
1950,1555,139,2024-10-21 12:52:27.006983+00:00,,
1952,1558,144,2024-10-21 12:52:29.157968+00:00,,
1953,1558,139,2024-10-21 12:52:30.596177+00:00,,
1955,1561,144,2024-10-21 12:52:51.291588+00:00,,
1956,1561,139,2024-10-21 12:52:51.411075+00:00,,
1958,1564,144,2024-10-21 12:55:04.809597+00:00,,
1959,1564,139,2024-10-21 12:55:04.864373+00:00,,
1960,1565,139,2024-10-21 12:55:50.577229+00:00,,
1961,1565,139,2024-10-21 12:55:51.502023+00:00,,
1963,1568,144,2024-10-21 12:56:15.607277+00:00,,
1964,1568,139,2024-10-21 12:56:15.632731+00:00,,
1966,1571,144,2024-10-21 12:56:16.758313+00:00,,
1967,1571,139,2024-10-21 12:56:17.002733+00:00,,
1969,1574,144,2024-10-21 12:56:54.157403+00:00,,
1970,1574,139,2024-10-21 12:56:54.187477+00:00,,
1972,1577,144,2024-10-21 12:57:19.745762+00:00,,
1973,1577,139,2024-10-21 12:57:19.943436+00:00,,
1975,1580,142,2024-10-21 12:57:36.708759+00:00,,
1976,1580,139,2024-10-21 12:57:36.756648+00:00,,
1977,1581,139,2024-10-21 12:58:31.668856+00:00,,
1978,1581,139,2024-10-21 12:58:32.005740+00:00,,
1980,1584,144,2024-10-21 12:58:36.196029+00:00,,
1981,1584,139,2024-10-21 12:58:36.284397+00:00,,
1982,1585,139,2024-10-21 13:00:57.002167+00:00,,
1983,1585,139,2024-10-21 13:00:57.284566+00:00,,
1984,1586,139,2024-10-21 13:01:50.937093+00:00,,
1985,1586,139,2024-10-21 13:01:51.405540+00:00,,
1987,1589,144,2024-10-21 13:01:54.315193+00:00,,
1988,1589,139,2024-10-21 13:01:54.370015+00:00,,
1989,1590,139,2024-10-21 13:02:20.117705+00:00,,
1990,1590,139,2024-10-21 13:02:20.528674+00:00,,
1992,1593,144,2024-10-21 13:02:33.623587+00:00,,
1993,1593,139,2024-10-21 13:02:33.730701+00:00,,
1995,1596,144,2024-10-21 13:03:11.535947+00:00,,
1996,1596,139,2024-10-21 13:03:11.660774+00:00,,
1997,1597,139,2024-10-21 13:03:38.340231+00:00,,
1998,1597,139,2024-10-21 13:03:38.950433+00:00,,
2000,1600,144,2024-10-21 13:04:04.739085+00:00,,
2001,1600,139,2024-10-21 13:04:04.817919+00:00,,
2003,1603,144,2024-10-21 13:04:06.161695+00:00,,
2004,1603,139,2024-10-21 13:04:06.247479+00:00,,
2005,1604,139,2024-10-21 13:04:57.600887+00:00,,
2006,1604,139,2024-10-21 13:04:58.422988+00:00,,
2008,1607,144,2024-10-21 13:05:17.287414+00:00,,
2009,1607,139,2024-10-21 13:05:17.424624+00:00,,
2011,1610,144,2024-10-21 13:05:39.333570+00:00,,
2012,1610,139,2024-10-21 13:05:39.914972+00:00,,
2014,1613,144,2024-10-21 13:07:04.970907+00:00,,
2015,1613,139,2024-10-21 13:07:05.014514+00:00,,
2017,1616,144,2024-10-21 13:08:31.281191+00:00,,
2018,1616,139,2024-10-21 13:08:31.566228+00:00,,
2020,1619,144,2024-10-21 13:12:59.104924+00:00,,
2021,1619,139,2024-10-21 13:12:59.143733+00:00,,
2022,1620,139,2024-10-21 13:13:11.458314+00:00,,
2023,1620,139,2024-10-21 13:13:12.012715+00:00,,
2024,1621,139,2024-10-21 13:16:50.832709+00:00,,
2025,1621,139,2024-10-21 13:16:51.265775+00:00,,
2027,1624,144,2024-10-21 13:19:43.963449+00:00,,
2028,1624,139,2024-10-21 13:19:44.000876+00:00,,
2029,1625,139,2024-10-21 13:20:38.423812+00:00,,
2030,1625,139,2024-10-21 13:20:38.840802+00:00,,
2032,1628,144,2024-10-21 13:21:35.346296+00:00,,
2033,1628,139,2024-10-21 13:21:35.550541+00:00,,
2034,1629,139,2024-10-21 13:23:13.394570+00:00,,
2035,1629,139,2024-10-21 13:23:14.177943+00:00,,
2036,1630,139,2024-10-21 13:25:34.777133+00:00,,
2037,1630,139,2024-10-21 13:25:35.113005+00:00,,
2039,1633,144,2024-10-21 13:27:38.256272+00:00,,
2040,1633,139,2024-10-21 13:27:38.558550+00:00,,
2041,1634,139,2024-10-21 13:28:24.570945+00:00,,
2042,1634,139,2024-10-21 13:28:25.040087+00:00,,
2044,1637,144,2024-10-21 13:29:39.851075+00:00,,
2045,1637,139,2024-10-21 13:29:40.055629+00:00,,
2046,1638,139,2024-10-21 13:30:34.885686+00:00,,
2047,1638,139,2024-10-21 13:30:35.399549+00:00,,
2049,1641,144,2024-10-21 13:31:03.094879+00:00,,
2050,1641,139,2024-10-21 13:31:03.519083+00:00,,
2052,1644,144,2024-10-21 13:39:54.945918+00:00,,
2053,1644,139,2024-10-21 13:39:55.071919+00:00,,
2055,1647,144,2024-10-21 13:50:34.522774+00:00,,
2056,1647,139,2024-10-21 13:50:34.577597+00:00,,
2058,1650,144,2024-10-21 13:53:33.942316+00:00,,
2059,1650,139,2024-10-21 13:53:34.010247+00:00,,
2061,1653,144,2024-10-21 13:56:14.383245+00:00,,
2062,1653,139,2024-10-21 13:56:14.623482+00:00,,
2063,1654,33,2024-10-21 14:41:14.337082+00:00,,
2064,1654,33,2024-10-21 14:41:14.900699+00:00,,
2065,1655,33,2024-10-21 14:43:42.578223+00:00,,
2066,1655,33,2024-10-21 14:43:43.164542+00:00,,
2067,1656,33,2024-10-21 14:50:03.907933+00:00,,
2068,1656,33,2024-10-21 14:50:04.727149+00:00,,
2069,1657,33,2024-10-21 14:56:39.687422+00:00,,
2070,1657,33,2024-10-21 14:56:40.208507+00:00,,
2071,1657,33,2024-10-21 14:56:41.029959+00:00,,
2072,1658,30,2024-10-21 15:06:41.836197+00:00,,
2073,1658,30,2024-10-21 15:06:42.750122+00:00,,
2074,1659,139,2024-10-22 04:12:57.589191+00:00,,
2075,1659,139,2024-10-22 04:12:58.643129+00:00,,
2076,1660,139,2024-10-22 04:15:41.004917+00:00,,
2077,1660,139,2024-10-22 04:15:41.475914+00:00,,
